SD,CF(PCU/min),CF*2(PCU/min),%_of_4W,%_of_4W*2
8,21.1,445.8,12.1,145.9
11,14.5,209.8,10,100
9,24.4,593.7,5.1,25.5
10,21.1,445.2,5.9,34.6
12,21.1,444.2,26.3,689.1
12,23.3,542.4,3.4,11.5
8,18.5,341.5,3.2,10
29,23.3,543.1,28.2,794.8
14,20.1,404.8,13,170.1
9,22.7,513.2,7.4,54.9
12,21.9,477.6,10.1,102.5
9,20.9,438.5,13.2,173.1
30,25.2,636.6,18.8,353.2
20,21.4,455.8,11.4,129.1
12,24.8,616.8,14.5,209
19,22.7,517.1,6.7,44.4
16,27.4,748.8,11,121
28,22,486,15.6,244.1
18,23.1,533.8,2.1,4.3
21,25.6,657.2,13.7,186.3
39,29.5,872.3,31,961
14,25.7,659.5,6.7,44.4
15,12,144,6.9,47.6
14,22.2,494.6,8.1,65.7
11,25.6,654.1,8.3,69.4
15,29.1,845.9,7.1,50.1
11,23.1,533.4,6.1,36.7
12,20.1,405.8,9.2,84.6
9,16.1,259.7,5.2,27
17,19.4,375.2,1.3,1.6
8,20.2,408.2,6.7,45.4
15,27.1,735.5,13.5,181.2
12,24,577.2,10.7,114.8
29,26.7,711.6,17.4,303
12,25.5,649.5,16.5,272.7
11,25.5,649.5,16.5,272.7
8,15.9,253.4,7,49.6
10,18.2,331.2,2.4,5.9
10,19.7,389.7,10.5,110.8
16,19.5,381.6,10.4,107.9
10,20.5,418.2,2.4,5.7
19,24.3,592.2,20.8,431.8
18,13.9,193.8,21.7,472.6
15,15.8,248.5,9.8,96.4
14,19.7,387.3,19.4,374.6
11,20.8,430.8,14.1,199.7
17,23.6,556.7,7.3,53.2
19,16,257.4,29,841
36,27,727.9,22,484
6,21.6,465.7,15.9,253.1
15,21.6,465.7,15.9,253.1
10,8.7,75.5,7.3,53.5
16,18.3,335.1,2.6,6.9
14,14.6,211.8,14.5,211.6
8,26.7,712.4,18.9,357.9
12,22,484.7,11.2,125.8
9,18.8,351.9,5.4,29.2
10,20.9,438.7,11.5,133.1
35,23.1,534.1,30,900
8,22.1,487.3,10.8,115.6
7,15,225.5,14.5,211.6
31,22.7,516.9,20,400
10,14.5,209.5,6.3,40.3
9,21.5,462.3,8.9,78.5
11,13.8,190.9,8.7,75.6
27,19.4,376,30.3,917.2
23,23.2,539.4,25.3,639.5
16,19.9,395.4,8.8,77.3
12,19.9,395.4,8.8,77.3
13,20.2,409.9,4.1,17
12,28.5,810,12.1,147.6
19,21.9,477.6,11,121
19,34.5,1191.6,22.1,490.5
19,27.5,755.7,19.6,384.5
13,27.6,759.8,11.1,123.5
14,14.9,220.8,3.1,9.5
14,22.3,495.7,1.1,1.2
11,28.9,833.2,23.2,536.3
9,21.7,469.6,10.8,117.6
9,22.1,490,13.5,181.8
